Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber

# CRAWLER KILL
vox_plr_1_crawler_kill_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_kill_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_kill_0_s,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_kill_0_s.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_kill_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_kill_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_kill_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_kill_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_kill_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_kill_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_kill_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_kill_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_kill_5,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_kill_5.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# CRAWLER START
vox_plr_1_crawler_start_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_start_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_start_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_start_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_start_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_start_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_start_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_start_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_start_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_start_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_start_5,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_start_5.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_crawler_start_6,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_crawler_start_6.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# DRINK ########################
vox_plr_1_drink_foul_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_drink_foul_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_drink_good_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_drink_good_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_drink_neutral_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_drink_neutral_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# EXERT CHARGE
vox_plr_1_exert_charge_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_charge_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_charge_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_charge_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_charge_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_charge_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_charge_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_charge_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_charge_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_charge_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# EXERT COUGH
vox_plr_1_exert_cough_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_cough_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_cough_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_cough_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_cough_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_cough_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_cough_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_cough_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_cough_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_cough_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# EXERT DEATH
vox_plr_1_exert_death_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_death_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_death_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_death_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_death_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_death_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_death_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_death_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_death_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_death_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# EXERT MELEE
vox_plr_1_exert_melee_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_melee_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_melee_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_melee_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_melee_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_melee_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_melee_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_melee_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_melee_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_melee_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# EXERT PAIN
vox_plr_1_exert_pain_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_pain_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_pain_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_pain_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_pain_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_pain_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_pain_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_pain_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_exert_pain_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_exert_pain_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# FIELD REPORT
vox_plr_1_fieldreport_round1_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_fieldreport_round1_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_fieldreport_round2_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_fieldreport_round2_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_fieldreport_start_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_fieldreport_start_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# GENERIC WALLBUY
vox_plr_1_generic_wall_buy_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_5,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_5.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_6,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_6.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_7,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_7.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_8,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_8.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_9,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_9.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_10,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_10.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_generic_wall_buy_11,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_generic_wall_buy_11.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# GUM BUY
vox_plr_1_gum_buy_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_buy_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_gum_buy_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_buy_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_gum_buy_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_buy_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_gum_buy_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_buy_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_gum_buy_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_buy_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# GUM EAT
vox_plr_1_gum_eat_0,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_eat_0.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_gum_eat_1,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_eat_1.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_gum_eat_2,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_eat_2.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_gum_eat_3,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_eat_3.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vox_plr_1_gum_eat_4,,streamed,zombie\vox\scripted\zm_factory\vox_der_plr_1_gum_eat_4.wav,,,UIN_MOD,,,,,BUS_VOICE,grp_voice,snp_voice,,,,95,95,70,700,750,,,,,1,reject,,,1,1,,,,,,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

# INTERACTIONS
